"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jul 27 23:10:18 GMT 2023","Thu Jul 27 23:10:19 GMT 2023","692","Surefire suite","Surefire test","com.restassured.exercise.StudentsCommentsTests","com.restassured.exercise.StudentsCommentsTests","testAddComments","testAddComments",""
"passed","Thu Jul 27 23:10:19 GMT 2023","Thu Jul 27 23:10:20 GMT 2023","728","Surefire suite","Surefire test","com.restassured.exercise.StudentsCommentsTests","com.restassured.exercise.StudentsCommentsTests","testAssociateComments","testAssociateComments",""
"passed","Thu Jul 27 23:10:12 GMT 2023","Thu Jul 27 23:10:13 GMT 2023","472","Surefire suite","Surefire test","com.restassured.exercise.StudentsSkillsTests","com.restassured.exercise.StudentsSkillsTests","testAddAbilityRepeated","testAddAbilityRepeated",""
"passed","Thu Jul 27 23:10:16 GMT 2023","Thu Jul 27 23:10:16 GMT 2023","299","Surefire suite","Surefire test","com.restassured.exercise.StudentsTests","com.restassured.exercise.StudentsTests","testValidateSpecialCharacters","testValidateSpecialCharacters",""
"passed","Thu Jul 27 23:10:16 GMT 2023","Thu Jul 27 23:10:16 GMT 2023","126","Surefire suite","Surefire test","com.restassured.exercise.SkillsTests","com.restassured.exercise.SkillsTests","testDeleteSkill","testDeleteSkill",""
"passed","Thu Jul 27 23:10:15 GMT 2023","Thu Jul 27 23:10:16 GMT 2023","316","Surefire suite","Surefire test","com.restassured.exercise.StudentsTests","com.restassured.exercise.StudentsTests","testValidateCreatedStudent","testValidateCreatedStudent",""
"passed","Thu Jul 27 23:10:13 GMT 2023","Thu Jul 27 23:10:13 GMT 2023","125","Surefire suite","Surefire test","com.restassured.exercise.StudentsSkillsTests","com.restassured.exercise.StudentsSkillsTests","testValidatedWithoutToken","testValidatedWithoutToken",""
"passed","Thu Jul 27 23:10:16 GMT 2023","Thu Jul 27 23:10:16 GMT 2023","122","Surefire suite","Surefire test","com.restassured.exercise.SkillsTests","com.restassured.exercise.SkillsTests","testListSkillsNo","testListSkillsNo",""
"passed","Thu Jul 27 23:10:16 GMT 2023","Thu Jul 27 23:10:16 GMT 2023","148","Surefire suite","Surefire test","com.restassured.exercise.SkillsTests","com.restassured.exercise.SkillsTests","testListSkills","testListSkills",""
"passed","Thu Jul 27 23:10:06 GMT 2023","Thu Jul 27 23:10:12 GMT 2023","6175","Surefire suite","Surefire test","com.restassured.exercise.StudentsSkillsTests","com.restassured.exercise.StudentsSkillsTests","testAddAbility","testAddAbility",""
"passed","Thu Jul 27 23:10:15 GMT 2023","Thu Jul 27 23:10:15 GMT 2023","295","Surefire suite","Surefire test","com.restassured.exercise.StudentsTests","com.restassured.exercise.StudentsTests","testUpdatedStudent","testUpdatedStudent",""
"passed","Thu Jul 27 23:10:17 GMT 2023","Thu Jul 27 23:10:18 GMT 2023","1686","Surefire suite","Surefire test","com.restassured.exercise.RestAssureAuthTest","com.restassured.exercise.RestAssureAuthTest","test1","Valid Autentication Scenario with valid username and password.","Test Description: Login test with valid username and password."
"passed","Thu Jul 27 23:10:15 GMT 2023","Thu Jul 27 23:10:15 GMT 2023","293","Surefire suite","Surefire test","com.restassured.exercise.StudentsTests","com.restassured.exercise.StudentsTests","testStudentValidate","testStudentValidate",""
"passed","Thu Jul 27 23:10:20 GMT 2023","Thu Jul 27 23:10:21 GMT 2023","942","Surefire suite","Surefire test","com.restassured.exercise.StudentsCommentsTests","com.restassured.exercise.StudentsCommentsTests","testDeleteComments","testDeleteComments",""
"passed","Thu Jul 27 23:10:16 GMT 2023","Thu Jul 27 23:10:16 GMT 2023","125","Surefire suite","Surefire test","com.restassured.exercise.StudentsTests","com.restassured.exercise.StudentsTests","testValidateWithoutToken","testValidateWithoutToken",""
"passed","Thu Jul 27 23:10:21 GMT 2023","Thu Jul 27 23:10:21 GMT 2023","306","Surefire suite","Surefire test","com.restassured.exercise.StudentsCommentsTests","com.restassured.exercise.StudentsCommentsTests","testValidatedComments","testValidatedComments",""
"passed","Thu Jul 27 23:10:13 GMT 2023","Thu Jul 27 23:10:13 GMT 2023","466","Surefire suite","Surefire test","com.restassured.exercise.StudentsSkillsTests","com.restassured.exercise.StudentsSkillsTests","testValidatedAbilities","testValidatedAbilities",""
"passed","Thu Jul 27 23:10:13 GMT 2023","Thu Jul 27 23:10:15 GMT 2023","1196","Surefire suite","Surefire test","com.restassured.exercise.StudentsTests","com.restassured.exercise.StudentsTests","testStudentCreated","testStudentCreated",""
"passed","Thu Jul 27 23:10:16 GMT 2023","Thu Jul 27 23:10:17 GMT 2023","178","Surefire suite","Surefire test","com.restassured.exercise.SkillsTests","com.restassured.exercise.SkillsTests","testSkillCode","testSkillCode",""
