"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Sep 19 20:17:56 GMT 2023","Tue Sep 19 20:17:56 GMT 2023","116","Surefire suite","Surefire test","com.restassured.exercise.SkillsTests","com.restassured.exercise.SkillsTests","testListSkillsNo","testListSkillsNo",""
"passed","Tue Sep 19 20:17:59 GMT 2023","Tue Sep 19 20:17:59 GMT 2023","383","Surefire suite","Surefire test","com.restassured.exercise.StudentsTests","com.restassured.exercise.StudentsTests","testValidateCreatedStudent","testValidateCreatedStudent",""
"passed","Tue Sep 19 20:17:59 GMT 2023","Tue Sep 19 20:17:59 GMT 2023","168","Surefire suite","Surefire test","com.restassured.exercise.StudentsTests","com.restassured.exercise.StudentsTests","testValidateWithoutToken","testValidateWithoutToken",""
"passed","Tue Sep 19 20:17:53 GMT 2023","Tue Sep 19 20:17:54 GMT 2023","802","Surefire suite","Surefire test","com.restassured.exercise.StudentsCommentsTests","com.restassured.exercise.StudentsCommentsTests","testAssociateComments","testAssociateComments",""
"passed","Tue Sep 19 20:17:47 GMT 2023","Tue Sep 19 20:17:51 GMT 2023","4502","Surefire suite","Surefire test","com.restassured.exercise.StudentsSkillsTests","com.restassured.exercise.StudentsSkillsTests","testAddAbility","testAddAbility",""
"passed","Tue Sep 19 20:17:56 GMT 2023","Tue Sep 19 20:17:56 GMT 2023","176","Surefire suite","Surefire test","com.restassured.exercise.SkillsTests","com.restassured.exercise.SkillsTests","testSkillCode","testSkillCode",""
"passed","Tue Sep 19 20:17:51 GMT 2023","Tue Sep 19 20:17:52 GMT 2023","401","Surefire suite","Surefire test","com.restassured.exercise.StudentsSkillsTests","com.restassured.exercise.StudentsSkillsTests","testAddAbilityRepeated","testAddAbilityRepeated",""
"passed","Tue Sep 19 20:17:58 GMT 2023","Tue Sep 19 20:17:59 GMT 2023","365","Surefire suite","Surefire test","com.restassured.exercise.StudentsTests","com.restassured.exercise.StudentsTests","testUpdatedStudent","testUpdatedStudent",""
"passed","Tue Sep 19 20:17:56 GMT 2023","Tue Sep 19 20:17:56 GMT 2023","142","Surefire suite","Surefire test","com.restassured.exercise.SkillsTests","com.restassured.exercise.SkillsTests","testDeleteSkill","testDeleteSkill",""
"passed","Tue Sep 19 20:17:56 GMT 2023","Tue Sep 19 20:17:57 GMT 2023","483","Surefire suite","Surefire test","com.restassured.exercise.RestAssureAuthTest","com.restassured.exercise.RestAssureAuthTest","test1","Valid Autentication Scenario with valid username and password.","Test Description: Login test with valid username and password."
"passed","Tue Sep 19 20:17:52 GMT 2023","Tue Sep 19 20:17:53 GMT 2023","761","Surefire suite","Surefire test","com.restassured.exercise.StudentsCommentsTests","com.restassured.exercise.StudentsCommentsTests","testAddComments","testAddComments",""
"passed","Tue Sep 19 20:17:59 GMT 2023","Tue Sep 19 20:17:59 GMT 2023","339","Surefire suite","Surefire test","com.restassured.exercise.StudentsTests","com.restassured.exercise.StudentsTests","testValidateSpecialCharacters","testValidateSpecialCharacters",""
"passed","Tue Sep 19 20:17:52 GMT 2023","Tue Sep 19 20:17:52 GMT 2023","359","Surefire suite","Surefire test","com.restassured.exercise.StudentsSkillsTests","com.restassured.exercise.StudentsSkillsTests","testValidatedAbilities","testValidatedAbilities",""
"passed","Tue Sep 19 20:17:58 GMT 2023","Tue Sep 19 20:17:58 GMT 2023","381","Surefire suite","Surefire test","com.restassured.exercise.StudentsTests","com.restassured.exercise.StudentsTests","testStudentValidate","testStudentValidate",""
"passed","Tue Sep 19 20:17:56 GMT 2023","Tue Sep 19 20:17:56 GMT 2023","155","Surefire suite","Surefire test","com.restassured.exercise.SkillsTests","com.restassured.exercise.SkillsTests","testListSkills","testListSkills",""
"passed","Tue Sep 19 20:17:55 GMT 2023","Tue Sep 19 20:17:55 GMT 2023","361","Surefire suite","Surefire test","com.restassured.exercise.StudentsCommentsTests","com.restassured.exercise.StudentsCommentsTests","testValidatedComments","testValidatedComments",""
"passed","Tue Sep 19 20:17:54 GMT 2023","Tue Sep 19 20:17:55 GMT 2023","1345","Surefire suite","Surefire test","com.restassured.exercise.StudentsCommentsTests","com.restassured.exercise.StudentsCommentsTests","testDeleteComments","testDeleteComments",""
"passed","Tue Sep 19 20:17:57 GMT 2023","Tue Sep 19 20:17:58 GMT 2023","1199","Surefire suite","Surefire test","com.restassured.exercise.StudentsTests","com.restassured.exercise.StudentsTests","testStudentCreated","testStudentCreated",""
"passed","Tue Sep 19 20:17:52 GMT 2023","Tue Sep 19 20:17:52 GMT 2023","136","Surefire suite","Surefire test","com.restassured.exercise.StudentsSkillsTests","com.restassured.exercise.StudentsSkillsTests","testValidatedWithoutToken","testValidatedWithoutToken",""
