"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jul 21 16:04:48 GMT 2023","Fri Jul 21 16:04:48 GMT 2023","289","Surefire suite","Surefire test","com.restassured.exercise.RestAssureAuthTest","com.restassured.exercise.RestAssureAuthTest","test1","Valid Autentication Scenario with valid username and password.","Test Description: Login test with valid username and password."
"passed","Fri Jul 21 16:04:44 GMT 2023","Fri Jul 21 16:04:44 GMT 2023","345","Surefire suite","Surefire test","com.restassured.exercise.StudentsSkillsTests","com.restassured.exercise.StudentsSkillsTests","testValidatedAbilities","testValidatedAbilities",""
"passed","Fri Jul 21 16:04:47 GMT 2023","Fri Jul 21 16:04:47 GMT 2023","124","Surefire suite","Surefire test","com.restassured.exercise.SkillsTests","com.restassured.exercise.SkillsTests","testDeleteSkill","testDeleteSkill",""
"passed","Fri Jul 21 16:04:49 GMT 2023","Fri Jul 21 16:04:50 GMT 2023","875","Surefire suite","Surefire test","com.restassured.exercise.StudentsCommentsTests","com.restassured.exercise.StudentsCommentsTests","testDeleteComments","testDeleteComments",""
"passed","Fri Jul 21 16:04:46 GMT 2023","Fri Jul 21 16:04:46 GMT 2023","294","Surefire suite","Surefire test","com.restassured.exercise.StudentsTests","com.restassured.exercise.StudentsTests","testStudentValidate","testStudentValidate",""
"passed","Fri Jul 21 16:04:45 GMT 2023","Fri Jul 21 16:04:46 GMT 2023","1054","Surefire suite","Surefire test","com.restassured.exercise.StudentsTests","com.restassured.exercise.StudentsTests","testStudentCreated","testStudentCreated",""
"passed","Fri Jul 21 16:04:46 GMT 2023","Fri Jul 21 16:04:46 GMT 2023","297","Surefire suite","Surefire test","com.restassured.exercise.StudentsTests","com.restassured.exercise.StudentsTests","testUpdatedStudent","testUpdatedStudent",""
"passed","Fri Jul 21 16:04:47 GMT 2023","Fri Jul 21 16:04:47 GMT 2023","392","Surefire suite","Surefire test","com.restassured.exercise.StudentsTests","com.restassured.exercise.StudentsTests","testValidateSpecialCharacters","testValidateSpecialCharacters",""
"passed","Fri Jul 21 16:04:46 GMT 2023","Fri Jul 21 16:04:47 GMT 2023","339","Surefire suite","Surefire test","com.restassured.exercise.StudentsTests","com.restassured.exercise.StudentsTests","testValidateCreatedStudent","testValidateCreatedStudent",""
"passed","Fri Jul 21 16:04:48 GMT 2023","Fri Jul 21 16:04:48 GMT 2023","142","Surefire suite","Surefire test","com.restassured.exercise.SkillsTests","com.restassured.exercise.SkillsTests","testSkillCode","testSkillCode",""
"passed","Fri Jul 21 16:04:49 GMT 2023","Fri Jul 21 16:04:49 GMT 2023","646","Surefire suite","Surefire test","com.restassured.exercise.StudentsCommentsTests","com.restassured.exercise.StudentsCommentsTests","testAssociateComments","testAssociateComments",""
"passed","Fri Jul 21 16:04:50 GMT 2023","Fri Jul 21 16:04:50 GMT 2023","289","Surefire suite","Surefire test","com.restassured.exercise.StudentsCommentsTests","com.restassured.exercise.StudentsCommentsTests","testValidatedComments","testValidatedComments",""
"passed","Fri Jul 21 16:04:48 GMT 2023","Fri Jul 21 16:04:49 GMT 2023","606","Surefire suite","Surefire test","com.restassured.exercise.StudentsCommentsTests","com.restassured.exercise.StudentsCommentsTests","testAddComments","testAddComments",""
"passed","Fri Jul 21 16:04:44 GMT 2023","Fri Jul 21 16:04:45 GMT 2023","118","Surefire suite","Surefire test","com.restassured.exercise.StudentsSkillsTests","com.restassured.exercise.StudentsSkillsTests","testValidatedWithoutToken","testValidatedWithoutToken",""
"passed","Fri Jul 21 16:04:33 GMT 2023","Fri Jul 21 16:04:44 GMT 2023","10345","Surefire suite","Surefire test","com.restassured.exercise.StudentsSkillsTests","com.restassured.exercise.StudentsSkillsTests","testAddAbility","testAddAbility",""
"passed","Fri Jul 21 16:04:47 GMT 2023","Fri Jul 21 16:04:47 GMT 2023","168","Surefire suite","Surefire test","com.restassured.exercise.SkillsTests","com.restassured.exercise.SkillsTests","testListSkills","testListSkills",""
"passed","Fri Jul 21 16:04:44 GMT 2023","Fri Jul 21 16:04:44 GMT 2023","396","Surefire suite","Surefire test","com.restassured.exercise.StudentsSkillsTests","com.restassured.exercise.StudentsSkillsTests","testAddAbilityRepeated","testAddAbilityRepeated",""
"passed","Fri Jul 21 16:04:47 GMT 2023","Fri Jul 21 16:04:48 GMT 2023","107","Surefire suite","Surefire test","com.restassured.exercise.SkillsTests","com.restassured.exercise.SkillsTests","testListSkillsNo","testListSkillsNo",""
"passed","Fri Jul 21 16:04:47 GMT 2023","Fri Jul 21 16:04:47 GMT 2023","122","Surefire suite","Surefire test","com.restassured.exercise.StudentsTests","com.restassured.exercise.StudentsTests","testValidateWithoutToken","testValidateWithoutToken",""
